"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Male","Yes","Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","1","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Overweight","At-Risk","23","100.00","0.01"
"Male","Yes","Adult","Hypertensive Crisis","Overweight","Dangerous","11","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Overweight","Heart-Healthy","30","100.00","0.01"
"Male","Yes","Adult","Hypertensive Crisis","Overweight","Very High","4","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Underweight","At-Risk","8","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Underweight","Dangerous","4","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Underweight","Heart-Healthy","12","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Normal","At-Risk","139","100.00","0.05"
"Male","Yes","Adult","Stage 1 Hypertension","Normal","Dangerous","74","100.00","0.03"
"Male","Yes","Adult","Stage 1 Hypertension","Normal","Heart-Healthy","246","100.00","0.09"
"Male","Yes","Adult","Stage 1 Hypertension","Normal","Very High","37","100.00","0.01"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","12","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","10","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","29","100.00","0.01"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Very High","4","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","1","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","1","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","4","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 2","Very High","1","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","3","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","4","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","10","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Overweight","At-Risk","101","100.00","0.04"
"Male","Yes","Adult","Stage 1 Hypertension","Overweight","Dangerous","50","100.00","0.02"
"Male","Yes","Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","158","100.00","0.06"
"Male","Yes","Adult","Stage 1 Hypertension","Overweight","Very High","17","100.00","0.01"
"Male","Yes","Adult","Stage 1 Hypertension","Underweight","At-Risk","23","100.00","0.01"
"Male","Yes","Adult","Stage 1 Hypertension","Underweight","Dangerous","6","100.00","0.00"
"Male","Yes","Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","42","100.00","0.02"
"Male","Yes","Adult","Stage 1 Hypertension","Underweight","Very High","8","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Normal","At-Risk","74","100.00","0.03"
"Male","Yes","Adult","Stage 2 Hypertension","Normal","Dangerous","44","100.00","0.02"
"Male","Yes","Adult","Stage 2 Hypertension","Normal","Heart-Healthy","136","100.00","0.05"
"Male","Yes","Adult","Stage 2 Hypertension","Normal","Very High","14","100.00","0.01"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","11","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","5","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","15","100.00","0.01"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Very High","2","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","3","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","8","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Overweight","At-Risk","58","100.00","0.02"
"Male","Yes","Adult","Stage 2 Hypertension","Overweight","Dangerous","36","100.00","0.01"
"Male","Yes","Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","89","100.00","0.03"
"Male","Yes","Adult","Stage 2 Hypertension","Overweight","Very High","9","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Underweight","At-Risk","10","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Underweight","Dangerous","12","100.00","0.00"
"Male","Yes","Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","25","100.00","0.01"
"Male","Yes","Adult","Stage 2 Hypertension","Underweight","Very High","4","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Normal","At-Risk","144","100.00","0.05"
"Male","Yes","Middle Age Adult","Elevated","Normal","Dangerous","86","100.00","0.03"
"Male","Yes","Middle Age Adult","Elevated","Normal","Heart-Healthy","262","100.00","0.10"
"Male","Yes","Middle Age Adult","Elevated","Normal","Very High","32","100.00","0.01"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 1","At-Risk","13","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 1","Dangerous","8","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 1","Heart-Healthy","29","100.00","0.01"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 1","Very High","4","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 2","At-Risk","4","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 3","At-Risk","6","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 3","Dangerous","3","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Elevated","Overweight","At-Risk","112","100.00","0.04"
"Male","Yes","Middle Age Adult","Elevated","Overweight","Dangerous","48","100.00","0.02"
"Male","Yes","Middle Age Adult","Elevated","Overweight","Heart-Healthy","187","100.00","0.07"
"Male","Yes","Middle Age Adult","Elevated","Overweight","Very High","21","100.00","0.01"
"Male","Yes","Middle Age Adult","Elevated","Underweight","At-Risk","27","100.00","0.01"
"Male","Yes","Middle Age Adult","Elevated","Underweight","Dangerous","17","100.00","0.01"
"Male","Yes","Middle Age Adult","Elevated","Underweight","Heart-Healthy","42","100.00","0.02"
"Male","Yes","Middle Age Adult","Elevated","Underweight","Very High","7","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Normal","At-Risk","333","100.00","0.12"
"Male","Yes","Middle Age Adult","Healthy","Normal","Dangerous","182","100.00","0.07"
"Male","Yes","Middle Age Adult","Healthy","Normal","Heart-Healthy","606","100.00","0.22"
"Male","Yes","Middle Age Adult","Healthy","Normal","Very High","68","100.00","0.03"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 1","At-Risk","53","100.00","0.02"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 1","Dangerous","20","100.00","0.01"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 1","Heart-Healthy","75","100.00","0.03"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 1","Very High","11","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 2","At-Risk","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 2","Dangerous","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 3","At-Risk","8","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 3","Dangerous","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 3","Heart-Healthy","8","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Obese Class 3","Very High","4","100.00","0.00"
"Male","Yes","Middle Age Adult","Healthy","Overweight","At-Risk","212","100.00","0.08"
"Male","Yes","Middle Age Adult","Healthy","Overweight","Dangerous","123","100.00","0.05"
"Male","Yes","Middle Age Adult","Healthy","Overweight","Heart-Healthy","391","100.00","0.14"
"Male","Yes","Middle Age Adult","Healthy","Overweight","Very High","42","100.00","0.02"
"Male","Yes","Middle Age Adult","Healthy","Underweight","At-Risk","54","100.00","0.02"
"Male","Yes","Middle Age Adult","Healthy","Underweight","Dangerous","32","100.00","0.01"
"Male","Yes","Middle Age Adult","Healthy","Underweight","Heart-Healthy","82","100.00","0.03"
"Male","Yes","Middle Age Adult","Healthy","Underweight","Very High","16","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Normal","At-Risk","18","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Dangerous","14","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Heart-Healthy","36","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Very High","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","At-Risk","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Dangerous","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","5","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 2","At-Risk","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 3","At-Risk","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","At-Risk","17","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Dangerous","8","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Heart-Healthy","30","100.00","0.01"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Very High","3","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","At-Risk","5","100.00","0.00"
"Male","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","Heart-Healthy","3","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","At-Risk","94","100.00","0.03"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Dangerous","45","100.00","0.02"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Heart-Healthy","175","100.00","0.06"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Very High","26","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","11","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","8","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","21","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","10","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Very High","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","At-Risk","73","100.00","0.03"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Dangerous","36","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","136","100.00","0.05"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Very High","15","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","At-Risk","24","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Dangerous","10","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","35","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Very High","4","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","At-Risk","62","100.00","0.02"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Dangerous","35","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Heart-Healthy","100","100.00","0.04"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Very High","5","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","6","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","3","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","17","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Very High","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","3","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","1","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","At-Risk","44","100.00","0.02"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Dangerous","23","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","75","100.00","0.03"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Very High","11","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","At-Risk","15","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Dangerous","6","100.00","0.00"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","20","100.00","0.01"
"Male","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Very High","1","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Normal","At-Risk","95","100.00","0.04"
"Male","Yes","Young Adult","Elevated","Normal","Dangerous","48","100.00","0.02"
"Male","Yes","Young Adult","Elevated","Normal","Heart-Healthy","173","100.00","0.06"
"Male","Yes","Young Adult","Elevated","Normal","Very High","18","100.00","0.01"
"Male","Yes","Young Adult","Elevated","Obese Class 1","At-Risk","4","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 1","Dangerous","3","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 1","Heart-Healthy","22","100.00","0.01"
"Male","Yes","Young Adult","Elevated","Obese Class 1","Very High","2","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 2","At-Risk","2","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 2","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 3","At-Risk","2","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 3","Dangerous","3","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 3","Heart-Healthy","8","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Obese Class 3","Very High","1","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Overweight","At-Risk","67","100.00","0.02"
"Male","Yes","Young Adult","Elevated","Overweight","Dangerous","36","100.00","0.01"
"Male","Yes","Young Adult","Elevated","Overweight","Heart-Healthy","119","100.00","0.04"
"Male","Yes","Young Adult","Elevated","Overweight","Very High","14","100.00","0.01"
"Male","Yes","Young Adult","Elevated","Underweight","At-Risk","14","100.00","0.01"
"Male","Yes","Young Adult","Elevated","Underweight","Dangerous","8","100.00","0.00"
"Male","Yes","Young Adult","Elevated","Underweight","Heart-Healthy","28","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Normal","At-Risk","208","100.00","0.08"
"Male","Yes","Young Adult","Healthy","Normal","Dangerous","90","100.00","0.03"
"Male","Yes","Young Adult","Healthy","Normal","Heart-Healthy","366","100.00","0.14"
"Male","Yes","Young Adult","Healthy","Normal","Very High","48","100.00","0.02"
"Male","Yes","Young Adult","Healthy","Obese Class 1","At-Risk","30","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Obese Class 1","Dangerous","17","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Obese Class 1","Heart-Healthy","46","100.00","0.02"
"Male","Yes","Young Adult","Healthy","Obese Class 1","Very High","5","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 2","At-Risk","1","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 2","Dangerous","1","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 2","Heart-Healthy","7","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 2","Very High","1","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 3","At-Risk","3","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 3","Dangerous","3","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 3","Heart-Healthy","7","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Obese Class 3","Very High","1","100.00","0.00"
"Male","Yes","Young Adult","Healthy","Overweight","At-Risk","123","100.00","0.05"
"Male","Yes","Young Adult","Healthy","Overweight","Dangerous","59","100.00","0.02"
"Male","Yes","Young Adult","Healthy","Overweight","Heart-Healthy","242","100.00","0.09"
"Male","Yes","Young Adult","Healthy","Overweight","Very High","31","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Underweight","At-Risk","19","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Underweight","Dangerous","16","100.00","0.01"
"Male","Yes","Young Adult","Healthy","Underweight","Heart-Healthy","64","100.00","0.02"
"Male","Yes","Young Adult","Healthy","Underweight","Very High","7","100.00","0.00"
"Male","Yes","Young Adult","Hypertensive Crisis","Normal","At-Risk","13","100.00","0.00"
